"test" "R0" "TotalNumCases" "NoMoreEIs" "DayLastCase" "EpidemicPeakNew" "DayEpidemicPeakNew"
"393" "base parameters" "2.133485" "18495" "602" "584" "130" "181"
"394" "base parameters" "2.133485" "9731" "553" "510" "72" "172"
"395" "base parameters" "2.133485" "16330" "540" "539" "117" "215"
"396" "base parameters" "2.133485" "22768" "674" "667" "165" "190"
"397" "base parameters" "2.133485" "59242" "603" "585" "404" "174"
"398" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"399" "base parameters" "2.133485" "77127" "707" "705" "522" "166"
"400" "base parameters" "2.133485" "6780" "585" "584" "49" "209"
"401" "base parameters" "2.133485" "1" "3" "1" "1" "1"
"402" "base parameters" "2.133485" "3" "37" "14" "1" "1"
"403" "base parameters" "2.133485" "1385" "503" "502" "16" "178"
"404" "base parameters" "2.133485" "1" "3" "1" "1" "1"
"405" "base parameters" "2.133485" "5" "48" "31" "1" "1"
"406" "base parameters" "2.133485" "49587" "558" "557" "331" "200"
"407" "base parameters" "2.133485" "623" "507" "506" "8" "154"
"408" "base parameters" "2.133485" "27957" "603" "602" "196" "187"
"409" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"410" "base parameters" "2.133485" "1" "3" "1" "1" "1"
"411" "base parameters" "2.133485" "1" "2" "1" "1" "1"
"412" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"413" "base parameters" "2.133485" "6545" "540" "521" "52" "183"
"414" "base parameters" "2.133485" "49764" "563" "556" "331" "197"
"415" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"416" "base parameters" "2.133485" "95771" "575" "570" "654" "192"
"417" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"418" "base parameters" "2.133485" "3" "53" "2" "1" "1"
"419" "base parameters" "2.133485" "5" "20" "19" "1" "1"
"420" "base parameters" "2.133485" "26120" "570" "566" "186" "209"
"421" "base parameters" "2.133485" "12194" "512" "509" "90" "208"
"422" "base parameters" "2.133485" "5278" "486" "484" "46" "188"
"423" "base parameters" "2.133485" "11661" "530" "529" "87" "178"
"424" "base parameters" "2.133485" "9383" "573" "572" "80" "160"
"425" "base parameters" "2.133485" "11677" "607" "605" "85" "201"
"426" "base parameters" "2.133485" "6" "63" "58" "1" "1"
"427" "base parameters" "2.133485" "914" "394" "389" "10" "187"
"428" "base parameters" "2.133485" "1" "3" "1" "1" "1"
"429" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"430" "base parameters" "2.133485" "9071" "637" "635" "69" "220"
"431" "base parameters" "2.133485" "7030" "449" "447" "55" "204"
"432" "base parameters" "2.133485" "1" "1" "1" "1" "1"
"433" "base parameters" "2.133485" "90086" "677" "674" "582" "182"
"434" "base parameters" "2.133485" "1" "3" "1" "1" "1"
